SITE FOLDER NAME,COUNTY,LATITUDE,LONGITUDE,FIRST YEAR,LAST YEAR,NUMBER OF MONTHS WITH OBSERVATIONS,NUMBER OF GAPS
CHICKERELL-MONTEVIDEO,DORSET,50.6150,-2.5003,1898,1937,480,0
CHIEVELEY-PRIORS-COURT,BERKSHIRE,51.4611,-1.3018,1930,1960,371,1
CHILDWICKBURY-GDNS,HERTFORDSHIRE,51.7789,-0.3518,1896,1923,330,6
CHILHAM-LOWER-ENSDEN,KENT,51.2627,0.9713,1908,1950,491,25
CHINGFORD-CRESCENT-ROAD,ESSEX,51.6317,0.0142,1915,1960,552,0
CHINGFORD-MILL,ESSEX,51.6148,-0.0328,1895,1960,792,0
CHIPPENHAM-KINGTON-LANGLEY,WILTSHIRE,51.4919,-2.1037,1900,1956,616,68
CHIPPENHAM-LACOCK,WILTSHIRE,51.4284,-2.1308,1870,1903,344,64
CHIPPENHAM-ROWDEN-HILL,WILTSHIRE,51.4523,-2.1280,1899,1930,381,3
CHIPPERFIELD-LITTLE-CALLIPERS,HERTFORDSHIRE,51.6980,-0.4836,1897,1937,455,37
CHIPPERKYLE,KIRKCUDBRIGHTSHIRE,54.9980,-3.9040,1931,1960,360,0
CHIPPING-NORTON-BUNGALOW,OXFORDSHIRE,51.9401,-1.5466,1913,1960,572,4
CHIPPING-NORTON-HEYTHROP,OXFORDSHIRE,51.9367,-1.4734,1902,1960,652,56
CHIPPING-NORTON-KINGHAM,OXFORDSHIRE,51.9256,-1.6067,1865,1905,445,47
CHIPPING-SODBURY-FRAMPTON-COTTERELL,GLOUCESTERSHIRE,51.5341,-2.4772,1882,1904,261,15
CHIPPING-SODBURY-STANSHAWES-COURT,GLOUCESTERSHIRE,51.5353,-2.4123,1873,1913,492,0
CHIPPING-SODBURY-THE-RIDGE,GLOUCESTERSHIRE,51.5452,-2.4008,1887,1926,380,100
CHIPSTEAD-HOW-GREEN-RES,SURREY,51.3076,-0.1607,1908,1960,636,0
CHIRBURY-MARRINGTON-HALL,SHROPSHIRE,52.5695,-3.0755,1922,1954,389,7
CHIRK-BRYNKINALT,DENBIGHSHIRE,52.9330,-3.0399,1865,1953,213,855
CHIRK-CASTLE-GDNS,DENBIGHSHIRE,52.9344,-3.0890,1914,1953,477,3
CHISLEHURST-HAWKWOOD,KENT,51.4053,0.0703,1898,1949,588,36
CHISWICK-RHS,MIDDLESEX,51.4839,-0.2603,1825,1878,619,29
CHOBHAM-MIX,SURREY,51.3486,-0.6018,1894,1953,711,9
CHORLEY-CROOKE-HALL,LANCASHIRE,53.6882,-2.6435,1873,1904,384,0
CHORLTON-CUM-HARDY-SEWAGE-WORKS,LANCASHIRE,53.4343,-2.2920,1905,1960,669,3
CHRISTCHURCH-HURNBRIDGE,HAMPSHIRE,50.7698,-1.8227,1892,1960,815,13
CHRISTCHURCH-KENILWORTH,HAMPSHIRE,50.7355,-1.7846,1883,1910,139,197
CHRISTCHURCH-MUDEFORD,HAMPSHIRE,50.7282,-1.7466,1864,1900,285,159
CHRISTOW-KENNICK,DEVON,50.6416,-3.6874,1887,1960,888,0
CHRISTOW-LAPLOYD,DEVON,50.6514,-3.6890,1896,1960,759,21
CHRISTOW-SMITHACOTT,DEVON,50.6507,-3.7024,1913,1960,547,29
CHUDLEIGH-IDEFORD,DEVON,50.5849,-3.5636,1887,1918,374,10
CHUDLEIGH-TOTTIFORD,DEVON,50.6283,-3.6867,1881,1905,292,8
CHUDLEIGH-TRUSHAM,DEVON,50.6288,-3.6179,1885,1918,398,10
CHURCH-STRETTON-CARDINGTON,SHROPSHIRE,52.5524,-2.7330,1869,1882,135,33
CHURCH-STRETTON-PREEN-MANOR,SHROPSHIRE,52.5788,-2.6758,1875,1935,717,15
CHURCH-STRETTON-SEWAGE-WORKS,SHROPSHIRE,52.5131,-2.8296,1907,1960,648,0
CHURCH-STRETTON-WOOLSTASTON,SHROPSHIRE,52.5806,-2.8102,1865,1960,1132,20
CHURCHSTOKE-MELLINGTON-HALL,MONTGOMERYSHIRE,52.5190,-3.0949,1874,1903,347,13
CHURT-FURZE-HILLS,SURREY,51.1476,-0.7876,1907,1945,384,84
CILCAIN-CILCEN-HALL,FLINTSHIRE,53.2055,-3.2217,1923,1960,428,28
CILCAIN-RES,FLINTSHIRE,53.1710,-3.2536,1905,1960,672,0
CIRENCESTER-AGRIC-COLLEGE,GLOUCESTERSHIRE,51.7104,-1.9985,1850,1960,717,615
CIRENCESTER-ARGYLL-HOUSE,GLOUCESTERSHIRE,51.7149,-1.9638,1910,1929,240,0
CIRENCESTER-CLAREMONT-PLACE,GLOUCESTERSHIRE,51.7122,-1.9614,1879,1896,216,0
CIRENCESTER-DOLLARWOOD-HOUSE,GLOUCESTERSHIRE,51.7176,-1.9696,1889,1925,441,3
CIRENCESTER-FURTHER-BARTON,GLOUCESTERSHIRE,51.7104,-1.9872,1844,1909,781,11
CIRENCESTER-MIX,GLOUCESTERSHIRE,51.7199,-1.9736,1902,1960,708,0
CIRENCESTER-THAMES-HEAD,GLOUCESTERSHIRE,51.6878,-2.0220,1859,1885,324,0
CIRENCESTER-THE-FIRS,GLOUCESTERSHIRE,51.7266,-1.9739,1869,1884,191,1
CIRENCESTER-WATERTON-HOUSE,GLOUCESTERSHIRE,51.7104,-1.9073,1939,1952,168,0
CLACTON-ON-SEA,ESSEX,51.7895,1.1538,1899,1933,413,7
CLAPHAM-YORKS-INGLEBOROUGH-HOUSE,YORKSHIRE WEST RIDING,54.1192,-2.3890,1855,1878,240,48
CLARBESTON-PENTRY-PARK,PEMBROKESHIRE,51.8619,-4.8900,1885,1900,183,9
CLARE-STANSFIELD-CORDELL-HALL,SUFFOLK,52.1554,0.6079,1887,1915,348,0
CLATTERINGSHAWS-TUNNEL-INTAKE,KIRKCUDBRIGHTSHIRE,55.0753,-4.2664,1931,1960,360,0
CLAWDD-NEWYDD,DENBIGHSHIRE,53.0581,-3.3861,1925,1960,432,0
CLAY-CROSS-PRESS-RES,DERBYSHIRE,53.1881,-1.4732,1912,1960,587,1
CLAYGATE-HERTSLETS,SURREY,51.3597,-0.3425,1910,1952,516,0
CLEADON-PUMPING-STATION,DURHAM,54.9655,-1.3986,1898,1960,756,0
CLEATOR-MOOR-WW,CUMBERLAND,54.5057,-3.4995,1894,1916,252,24
CLEETHORPES-KINGS-PARADE,LINCOLNSHIRE,53.5510,-0.0180,1924,1960,444,0
CLEISH-CASTLE,KINROSS,56.1649,-3.4798,1879,1903,168,132
CLEISH-HILLS-CRAIGGAVERAL,FIFE,56.1300,-3.4704,1913,1960,576,0
CLEISH-HILLS-LOCH-GLOW-RES,FIFE,56.1490,-3.4599,1911,1960,572,28
CLEISH-HILLS-OUTH,FIFE,56.1366,-3.5157,1872,1907,407,25
CLEISH-HILLS-ROSCOBIE-RES,FIFE,56.1246,-3.4654,1913,1960,572,4
CLEOBURY-MORTIMER-MIX,SHROPSHIRE,52.3820,-2.4613,1862,1960,633,555
CLEVEDON-LEWESFELL-ELTON-ROAD,SOMERSET,51.4393,-2.8632,1870,1891,264,0
CLEVEDON-TICKENHAM-ROAD,SOMERSET,51.4408,-2.8250,1911,1960,600,0
CLEVEDON-WW-OLD-STREET,SOMERSET,51.4368,-2.8502,1892,1920,335,13
CLIFDEN-KYLEMORE,GALWAY,53.5635,-9.8402,1875,1908,401,7
CLIFTON-CASTLE-GDNS,YORKSHIRE NORTH RIDING,54.2540,-1.6670,1899,1942,522,6
CLIFTON-CECIL-ROAD,GLOUCESTERSHIRE,51.4606,-2.6261,1873,1923,611,1
CLIFTON-COLLEGE,GLOUCESTERSHIRE,51.4615,-2.6203,1886,1927,503,1
CLIFTON-HAMPDEN-MANOR-HOUSE,OXFORDSHIRE,51.6565,-1.2078,1908,1960,630,6
CLIFTON-OAKFIELD-ROAD,GLOUCESTERSHIRE,51.4607,-2.6103,1899,1960,653,91
CLIFTON-PEMBROKE-ROAD,GLOUCESTERSHIRE,51.4629,-2.6017,1856,1917,733,11
CLIFTON-ROYAL-YORK-CRESCENT,GLOUCESTERSHIRE,51.4534,-2.6217,1867,1901,189,231
CLIFTON-SOUTH-PARADE,GLOUCESTERSHIRE,51.4618,-2.6097,1853,1892,469,11
CLIPSTONE-WW-MANSFIELD,NOTTINGHAMSHIRE,53.1733,-1.0993,1907,1960,648,0
CLITHEROE-BASHALL-LODGE,YORKSHIRE WEST RIDING,53.8733,-2.4684,1866,1879,168,0
CLONMEL-BRUCE-VILLA,TIPPERARY,52.3570,-7.7038,1867,1921,424,236
CLONMEL-GLENAM,TIPPERARY,52.3519,-7.6841,1865,1911,561,3
CLOUGHERNEY-TYRONE,TYRONE,54.7682,-7.1137,1856,1865,111,9
CLOVELLY-COURT,DEVON,51.0003,-4.4095,1911,1960,467,133
CLUMBER-GDNS,NOTTINGHAMSHIRE,53.2665,-1.0674,1906,1958,509,127
CLUNES-KILMALLIE,INVERNESS,56.9602,-4.9817,1945,1960,177,15
CLUNES-LOCH-LOCHY-WW,INVERNESS,56.9523,-4.9612,1865,1957,441,675
CLUNIE-MANSE,PERTHSHIRE,56.5794,-3.4517,1834,1836,36,0
CLUNY-CASTLE-ABERDEEN,ABERDEENSHIRE,57.1890,-2.4983,1866,1884,168,60
CLUNY-CASTLE-INVERNESS,INVERNESS,57.0204,-4.2311,1910,1960,605,7
CLYST-HYDON,DEVON,50.8038,-3.3663,1847,1880,408,0
CLYTHNESS,CAITHNESS,58.3095,-3.2116,1917,1960,528,0
CLYWEDOG-ABER-BIGA,MONTGOMERYSHIRE,52.4947,-3.6423,1949,1960,131,13
CLYWEDOG-CWM-BIGA,MONTGOMERYSHIRE,52.4869,-3.6847,1949,1960,133,11
CLYWEDOG-DOL-BACHOG,MONTGOMERYSHIRE,52.5288,-3.6465,1949,1960,117,27
CLYWEDOG-HAFOD-CADWGAN,MONTGOMERYSHIRE,52.5004,-3.6823,1949,1960,133,11
COBBINSHAW-RES,MIDLOTHIAN (EDINBURGH),55.8153,-3.5591,1850,1877,336,0
COBHAM,SURREY,51.3151,-0.4074,1824,1871,510,66
COCKBURNSPATH-REDHEUGH,BERWICKSHIRE,55.9218,-2.2864,1938,1960,276,0
COCKERMOUTH,CUMBERLAND,54.6633,-3.3607,1845,1850,72,0
COCKERMOUTH-BRANDLINGILL,CUMBERLAND,54.6260,-3.3630,1877,1918,492,12
COCKERMOUTH-BROUGHTON-GRANGE,CUMBERLAND,54.6701,-3.4296,1873,1914,504,0
COCKERMOUTH-DERWENT-HOUSE,CUMBERLAND,54.6661,-3.3680,1872,1892,232,20
COCKERMOUTH-WHINFELL,CUMBERLAND,54.6166,-3.3178,1829,1922,853,275
COCKFIELD,SUFFOLK,52.1596,0.7949,1894,1960,636,168
CODNOR-CROSS-HILL,DERBYSHIRE,53.0331,-1.3796,1889,1945,681,3
CODNOR-PARK,DERBYSHIRE,53.0607,-1.3419,1909,1960,624,0
COLCHESTER-HYTHE-GAS-WORKS,ESSEX,51.8809,0.9247,1926,1960,416,4
COLCHESTER-LEXDEN-HILL-HOUSE,ESSEX,51.8905,0.8643,1889,1948,720,0
COLCHESTER-SURVEYORS,ESSEX,51.8859,0.9018,1887,1960,888,0
COLCHESTER-WW,ESSEX,51.8916,0.8920,1922,1960,467,1
COLDSTREAM-LOCHTON,BERWICKSHIRE,55.6431,-2.3574,1903,1960,687,9
COLDSTREAM-PAWSTON,NORTHUMBERLAND,55.5877,-2.2538,1872,1918,549,15
COLDSTREAM-SWINTON-MANSE,BERWICKSHIRE,55.7218,-2.2590,1869,1877,102,6
COLDSTREAM-THE-HIRSEL,BERWICKSHIRE,55.6574,-2.2717,1873,1931,708,0
COLEBROOKE,FERMANAGH,54.3486,-7.3717,1930,1960,368,4
COLEBY,LINCOLNSHIRE,53.1340,-0.5410,1855,1861,83,1
COLEFORD-THE-COOMBS,GLOUCESTERSHIRE,51.7978,-2.6191,1872,1902,363,9
COLEMANS-HATCH-HOLLY-HILL,SUSSEX,51.0829,0.0735,1898,1923,312,0
COLERAINE,LONDONDERRY,55.1321,-6.6786,1878,1907,345,15
COLINSBURGH-BALCARRES,FIFE,56.2292,-2.8500,1877,1951,868,32
COLINSBURGH-BALCHRYSTIE,FIFE,56.2169,-2.8715,1841,1911,168,684
COLINTON-FERNIELAW,MIDLOTHIAN (EDINBURGH),55.9003,-3.2639,1850,1893,520,8
COLINTON-FIRHILL-TANK,MIDLOTHIAN (EDINBURGH),55.9159,-3.2399,1912,1960,588,0
COLMONELL,AYRSHIRE,55.1346,-4.9052,1884,1908,300,0
COLMONELL-KNOCKDOLIAN,AYRSHIRE,55.1300,-4.9472,1908,1960,627,9
COLNE-CEMETERY,LANCASHIRE,53.8570,-2.1581,1901,1960,685,35
COLNE-LANESHAW-RES,YORKSHIRE WEST RIDING,53.8697,-2.0866,1906,1960,660,0
COLNE-LOWER-COPPY,YORKSHIRE WEST RIDING,53.8634,-2.0699,1934,1960,324,0
COLNE-SWINDEN-SEWAGE-WORKS,LANCASHIRE,53.8516,-2.1930,1925,1960,432,0
COLNEY-HEATH-TYTTENHANGER-PUMPING-STATION,HERTFORDSHIRE,51.7390,-0.2664,1927,1960,396,12
COLTISHALL,NORFOLK,52.7262,1.3662,1906,1941,400,32
COLWYN-BAY-BRYN-EURYN,DENBIGHSHIRE,53.3059,-3.7513,1873,1905,388,8
COLWYN-BAY-EIRIAS-PARK,DENBIGHSHIRE,53.2946,-3.7208,1904,1960,680,4
COLWYN-NANT-Y-GLYN,DENBIGHSHIRE,53.2865,-3.7235,1876,1898,264,12
COLYTON-COLYFORD,DEVON,50.7278,-3.0629,1927,1960,287,121
COLZIUM,MIDLOTHIAN (EDINBURGH),55.8119,-3.4664,1856,1861,39,33
COMBS-MOSS,DERBYSHIRE,53.2836,-1.9130,1847,1922,864,48
COMBS-RES,DERBYSHIRE,53.3166,-1.9477,1840,1922,811,185
COMPTON-HOUSE,SUSSEX,50.9274,-0.8972,1880,1960,966,6
COMPTON-MARTIN,SOMERSET,51.3130,-2.6542,1908,1956,568,20
COMRIE-DUNIRA,PERTHSHIRE,56.3894,-4.0571,1886,1960,466,434
CONG-CO-MAYO,MAYO,53.5283,-9.1869,1852,1860,72,36
CONGLETON-BUGLAWTON-VICARAGE,CHESHIRE,53.1684,-2.1989,1872,1943,835,29
CONGLETON-SEWAGE-WORKS,CHESHIRE,53.1684,-2.2213,1905,1960,648,24
CONINGTON-CASTLE,HUNTINGDONSHIRE,52.4583,-0.2633,1865,1960,324,828
CONINGTON-CONINGTON-HALL,CAMBRIDGESHIRE,52.2800,-0.0694,1901,1937,438,6
CONISBROUGH-FIRSBY-RES,YORKSHIRE WEST RIDING,53.4566,-1.2560,1880,1960,972,0
CONISTON-MONK,LANCASHIRE,54.3752,-3.0509,1837,1960,1464,24
CONISTON-WATER-WATER-PARK,LANCASHIRE,54.3025,-3.0895,1899,1921,276,0
CONNAHS-QUAY-MOLD-ROAD,FLINTSHIRE,53.2161,-3.0527,1928,1956,327,21
CONNAHS-QUAY-PENGWLADYS,FLINTSHIRE,53.2070,-3.0690,1927,1960,408,0
CONSETT-PARK-FARM,DURHAM,54.8384,-1.8676,1908,1940,379,17
CONSETT-STOCKLEY-HOUSE,DURHAM,54.8473,-1.8006,1927,1958,376,8
CONWAY-MUSSEL-TANKS,CAERNARFONSHIRE,53.2778,-3.8237,1924,1960,444,0
CONWIL-ELVET-CWMTAWEL-RES,CARMARTHENSHIRE,51.9064,-4.3491,1938,1960,276,0
COPINSAY,ORKNEY,58.8976,-2.6724,1917,1930,156,12
COPPLESTONE-COPLESTONE-HOUSE,DEVON,50.8046,-3.7445,1910,1958,587,1
CORBRIDGE-HOWDEN-DENE,NORTHUMBERLAND,54.9706,-2.0000,1892,1940,586,2
CORFE-CASTLE-BUCKNOWLE,DORSET,50.6313,-2.0763,1848,1871,288,0
CORFE-CASTLE-CREECH-GRANGE,DORSET,50.6403,-2.1272,1877,1960,840,168
CORK-BLACKROCK,CORK,51.8997,-8.4022,1865,1890,312,0
CORK-HOSPITAL,CORK,51.9028,-8.4748,1866,1875,115,5
CORK-ROYAL-INSTITUTION,CORK,51.8969,-8.4700,1825,1884,684,36
CORK-UNIVERSITY-COLLEGE,CORK,51.8926,-8.4954,1862,1950,1068,0
CORRAN-LIGHTHOUSE,ARGYLL,56.7209,-5.2439,1860,1960,1201,11
CORRIS-ESGAIRGEILIOG-CAMP,MONTGOMERYSHIRE,52.6375,-3.8353,1947,1960,157,11
CORSEWALL,WIGTOWNSHIRE,55.0077,-5.1604,1816,1960,1706,34
CORSHAM,WILTSHIRE,51.4343,-2.1812,1872,1894,275,1
CORWEN-RHUG-GDNS,MERIONETHSHIRE,52.9850,-3.4091,1865,1946,884,100
CORYTON-LEW-DOWN,DEVON,50.6415,-4.1666,1860,1960,1195,17
COTHELSTONE-HOUSE,SOMERSET,51.0856,-3.1764,1875,1921,564,0
COTHERSTONE-LANCELANDS,YORKSHIRE NORTH RIDING,54.5660,-1.9890,1920,1949,346,14
COTTENHAM,CAMBRIDGESHIRE,52.2945,0.1306,1894,1960,804,0
COTTINGHAM,YORKSHIRE EAST RIDING,53.7790,-0.4140,1867,1900,393,15
COTTINGHAM-DUNSWELL-PUMPING-STATION,YORKSHIRE EAST RIDING,53.8000,-0.3780,1934,1960,315,9
COTTINGHAM-WW,YORKSHIRE EAST RIDING,53.7940,-0.4110,1892,1934,515,1
COULTER-RES,LANARKSHIRE,55.5277,-3.5140,1903,1960,694,2
COUNTESTHORPE-WIGSTON-SEWAGE-FARM,LEICESTERSHIRE,52.5658,-1.1207,1912,1960,588,0
COUPAR-ANGUS-PUBLIC-SCHOOL,PERTHSHIRE,56.5487,-3.2660,1916,1926,123,9
COUPAR-ANGUS-STATION,PERTHSHIRE,56.5449,-3.2693,1881,1916,426,6
COVENTRY-CITY-HOSPITAL,WARWICKSHIRE,52.4134,-1.5060,1892,1960,828,0
COVENTRY-COUNDON,WARWICKSHIRE,52.3990,-1.5194,1870,1918,580,8
COVENTRY-KERESLEY-GRANGE,WARWICKSHIRE,52.4360,-1.5395,1897,1933,440,4
COVENTRY-MIDDLESBORO-TERRACE,WARWICKSHIRE,52.4125,-1.5163,1879,1891,156,0
COVENTRY-PRIORY-ROW,WARWICKSHIRE,52.4080,-1.5075,1867,1904,445,11
COVENTRY-STOKE,WARWICKSHIRE,52.4024,-1.4664,1879,1960,606,378
COVESEA-SKERRIES,MORAY (ELGIN),57.7225,-3.3386,1846,1935,866,214
COWBRIDGE-ASH-HALL,GLAMORGAN,51.4930,-3.4267,1872,1928,669,15
COWBRIDGE-FONMON-CASTLE,GLAMORGAN,51.4037,-3.3713,1885,1925,492,0
COWES-STEPHENSON-ROAD,ISLE OF WIGHT,50.7584,-1.2977,1891,1924,407,1
COWES-WW-BROADFIELDS,ISLE OF WIGHT,50.7543,-1.3058,1910,1960,612,0
COWSHILL-WELLHEADS-HUSH,DURHAM,54.7582,-2.2719,1924,1960,420,24
COXLOW-HOREHAM-ROAD,SUSSEX,50.9292,0.2398,1912,1956,531,9
COXWOLD-THE-OLD-HALL,YORKSHIRE NORTH RIDING,54.1890,-1.1830,1914,1960,556,8
CRAIGELLACHIE,BANFFSHIRE,57.4905,-3.1860,1899,1915,204,0
CRAIGENDUNTON-RES,AYRSHIRE,55.6804,-4.3522,1927,1960,408,0
CRAIGTON,ANGUS (FORFAR),56.5345,-2.8105,1850,1960,1332,0
CRAIL-KIRKMAY,FIFE,56.2569,-2.6390,1890,1935,552,0
CRANBROOK-CAMDEN-LODGE,KENT,51.1090,0.5500,1887,1923,288,156
CRANBROOK-HARTLEY,KENT,51.0846,0.5115,1866,1918,634,2
CRANBROOK-SWATTENDEN,KENT,51.0798,0.5284,1875,1908,401,7
CRANBROOK-TILSDEN,KENT,51.0876,0.5416,1862,1871,118,2
CRANMORE-HALL,SOMERSET,51.1916,-2.4579,1885,1917,387,9
CRANWELL-AIRFIELD,LINCOLNSHIRE,53.0320,-0.5190,1917,1960,519,9
CRAPSTONE-BUCKLAND-MONACHORUM,DEVON,50.4901,-4.1291,1856,1860,37,23
CRARAE-LODGE,ARGYLL,56.1258,-5.2419,1916,1960,540,0
CRATHES-CROSS-ROAD-DURRIS,KINCARDINESHIRE,57.0382,-2.4136,1902,1920,228,0
CRATHES-PINEWOOD,KINCARDINESHIRE,57.0562,-2.4121,1901,1922,264,0
CRATHORNE-HALL-GDNS,YORKSHIRE NORTH RIDING,54.4699,-1.3134,1907,1960,648,0
CRAVEN-ARMS-MIX,SHROPSHIRE,52.4478,-2.7739,1905,1960,632,40
CRAVEN-ARMS-STOKESAY-VICARAGE,SHROPSHIRE,52.4295,-2.8280,1869,1910,462,42
CRAWLEY-CHILBOLTON-DOWN,HAMPSHIRE,51.1290,-1.4169,1920,1960,492,0
CRAWLEY-COTTAGE-EDINBURGH,MIDLOTHIAN (EDINBURGH),55.8550,-3.2236,1830,1846,196,8
CRAWLEY-DOWN-GRANGE,SUSSEX,51.1165,-0.0783,1898,1960,731,25
CRAWLEY-THE-BEECHES,SUSSEX,51.1106,-0.1850,1922,1960,466,2
CRAY-POST-OFFICE,BRECKNOCKSHIRE,51.9062,-3.6077,1894,1960,775,29
CREDENHILL,HEREFORDSHIRE,52.0880,-2.8085,1902,1946,540,0
CREDENHILL-STRETTON-SUGWAS,HEREFORDSHIRE,52.0846,-2.7749,1909,1945,439,5
CREDITON-HAYWARDS-SCHOOL,DEVON,50.7888,-3.6512,1930,1960,335,37
CREDITON-OKEFIELD,DEVON,50.7945,-3.6585,1904,1960,677,7
CREETOWN-CASSENCARY,KIRKCUDBRIGHTSHIRE,54.8900,-4.3787,1892,1921,360,0
CREIFF,PERTHSHIRE,56.3902,-3.8952,1873,1904,384,0
CRESCENT-DUNDEE,ANGUS (FORFAR),56.4605,-2.9777,1790,1795,39,33
CRESSAGE-HARNAGE-GRANGE,SHROPSHIRE,52.6150,-2.6380,1934,1959,305,7
CREWKERNE-BINCOMBE-HOUSE,SOMERSET,50.8867,-2.8074,1868,1960,1104,12
CREWKERNE-THE-RES,SOMERSET,50.8756,-2.8018,1912,1960,588,0
CRICKHOWELL-CWMDU,BRECKNOCKSHIRE,51.9049,-3.1933,1894,1947,594,54
CRICKHOWELL-DAN-Y-PARK,BRECKNOCKSHIRE,51.8471,-3.1265,1929,1952,276,12
CRICKHOWELL-GLANUSK-PARK,BRECKNOCKSHIRE,51.8691,-3.1735,1865,1954,907,173
CRICKHOWELL-GWERNVALE,BRECKNOCKSHIRE,51.8676,-3.1444,1884,1940,640,44
CRICKHOWELL-PENMYARTH,BRECKNOCKSHIRE,51.8726,-3.1823,1891,1960,541,299
CRICKHOWELL-TAL-Y-MAES,BRECKNOCKSHIRE,51.9262,-3.1284,1894,1960,777,27
CRIEFF-STRATHEARN-HYDRO,PERTHSHIRE,56.3794,-3.8363,1907,1960,644,4
CROILBURN,AYRSHIRE,55.6674,-4.3276,1930,1960,372,0
CROMAR-COLDSTONE-LOANHEAD,ABERDEENSHIRE,57.1395,-2.9468,1873,1921,588,0
CROMAR-COLDSTONE-MANSE,ABERDEENSHIRE,57.1369,-2.9417,1870,1901,381,3
CROMAR-TILLYPRONIE,ABERDEENSHIRE,57.1593,-2.9407,1871,1912,491,13
CROMARTY,ROSS AND CROMARTY,57.6827,-4.0376,1846,1937,1071,33
CROMARTY-HOUSE,ROSS AND CROMARTY,57.6766,-4.0258,1910,1931,252,12
CROMBIE-RES,ANGUS (FORFAR),56.5531,-2.7792,1867,1960,1128,0
CROMER-HOWARDS-HILL,NORFOLK,52.9299,1.2852,1902,1960,701,7
CROMER-NORTHREPPS,NORFOLK,52.9102,1.3165,1884,1960,922,2
CRONDALL-WARREN-CORNER,HAMPSHIRE,51.2343,-0.8312,1880,1921,266,238
CROOKSTON-PAISLEY,RENFREWSHIRE,55.8361,-4.3621,1869,1910,504,0
CROPSTON-BRADGATE-RES,LEICESTERSHIRE,52.6975,-1.1891,1871,1960,1080,0
CROPWELL-BISHOP-GROVE,NOTTINGHAMSHIRE,52.9306,-0.9943,1872,1918,559,5
CROSSMOLINA-ENNISCOE,MAYO,54.0704,-9.3090,1873,1923,600,12
CROUCH-END-PRIORY-PARK,MIDDLESEX,51.5849,-0.1265,1907,1960,647,1
CROWAN-BOSWYN-RES,CORNWALL,50.1795,-5.2789,1913,1960,532,44
CROWBOROUGH-JARVIS-BROOK,SUSSEX,51.0460,0.1955,1902,1960,704,4
CROWBOROUGH-UCKFIELD,SUSSEX,51.0539,0.1574,1871,1933,756,0
CROWDEN-HALL,CHESHIRE,53.4904,-1.8945,1846,1851,62,10
CROWLAND,LINCOLNSHIRE,52.6780,-0.1670,1930,1948,228,0
CROWLE-KEADBY,LINCOLNSHIRE,53.5930,-0.7400,1867,1922,669,3
CROWLE-PUMPING-STATION,LINCOLNSHIRE,53.5790,-0.8700,1881,1960,941,19
CROYDE-BAGGY-POINT,DEVON,51.1359,-4.2457,1928,1951,274,14
CROYDON-ADDISCOMBE,SURREY,51.3764,-0.0771,1873,1897,295,5
CROYDON-SEWAGE-WORKS,SURREY,51.3968,-0.0594,1878,1907,341,19
CROYDON-THE-WHITGIFT,SURREY,51.3579,-0.0990,1889,1903,175,5
CROYDON-WADDON-HOUSE,SURREY,51.3689,-0.1181,1871,1900,360,0
CROYDON-WALDENHURST,SURREY,51.3648,-0.1060,1859,1873,180,0
CROYDON-WOBURN-ROAD,SURREY,51.3794,-0.1004,1871,1910,153,327
CRUMPSALL-MANCHESTER,LANCASHIRE,53.5205,-2.2514,1821,1828,96,0
CUCKFIELD-HENMEAD-HALL,SUSSEX,51.0173,-0.1621,1909,1931,276,0
CULLEN-HOUSE,BANFFSHIRE,57.6775,-2.8350,1884,1960,896,28
CULLOMPTON,DEVON,50.8569,-3.3937,1880,1953,876,12
CULLOMPTON-STRATH-CULM,DEVON,50.8115,-3.4332,1864,1882,224,4
CULROSS-WEST-GRANGE,FIFE,56.0949,-3.6423,1865,1927,704,52
CUMBRAE,BUTE,55.7511,-4.9348,1859,1868,115,5
CUMBRAE-MILLPORT,BUTE,55.7484,-4.9109,1910,1960,612,0
CUPAR-CLATTO-RES,FIFE,56.2585,-3.0250,1902,1960,519,189
CUPAR-KEMBACK,FIFE,56.3283,-2.9417,1879,1882,37,11
CUPAR-OVER-RANKEILLOUR,FIFE,56.3091,-3.0894,1923,1960,413,43
CUPAR-PITLAIR,FIFE,56.2964,-3.1019,1923,1960,456,0
CUPAR-RANKEILLOUR,FIFE,56.2938,-3.0905,1910,1960,593,19
CUPAR-STRATHEDEN-HOSPITAL,FIFE,56.3049,-3.0553,1871,1954,958,50
CUSHENDUN,ANTRIM,55.1232,-6.0485,1867,1892,175,137
CWM-HIRNANT-MAESAFALLEN,MERIONETHSHIRE,52.8644,-3.5641,1934,1960,284,40
CWMAMAN-COLLIERY,GLAMORGAN,51.6871,-3.4335,1889,1933,457,83
CYNFAL,MERIONETHSHIRE,52.9572,-3.8608,1945,1960,191,1
CYNGHORDY-CLYNSAER,CARMARTHENSHIRE,52.0585,-3.7138,1942,1954,149,7
DALBEATTIE-COLVEND-MANSE,KIRKCUDBRIGHTSHIRE,54.8723,-3.7734,1875,1901,324,0
DALBEATTIE-KIRKCUDBRIGHT,KIRKCUDBRIGHTSHIRE,54.9327,-3.8244,1865,1879,180,0
DALBEATTIE-KIRKENNAN,KIRKCUDBRIGHTSHIRE,54.9029,-3.8324,1903,1935,381,15
DALBEATTIE-LITTLE-RICHORN,KIRKCUDBRIGHTSHIRE,54.9166,-3.8175,1897,1916,240,0
DALKEITH-MIX,MIDLOTHIAN (EDINBURGH),55.8987,-3.0682,1773,1824,129,495
